id,name,description,image_url,kcals_per_serving
3450,"'CROAKER,ATLANTIC,CKD,BREADED&FRIED'","'CROAKER,ATLANTIC,CKD,BREADED&FRIED'",,221
3451,"'CROAKER,ATLANTIC,RAW'","'CROAKER,ATLANTIC,RAW'",,104
3452,"'CROISSANTS,APPLE'","'CROISSANTS,APPLE'",,254
3453,"'CROISSANTS,BUTTER'","'CROISSANTS,BUTTER'",,406
3454,"'CROISSANTS,CHEESE'","'CROISSANTS,CHEESE'",,414
3455,"'CROUTONS,PLAIN'","'CROUTONS,PLAIN'",,407
3456,"'CROUTONS,SEASONED'","'CROUTONS,SEASONED'",,465
3457,"'CRUSTACEANS,CRAB,BLUE,CRAB CAKES,HOME RECIPE'","'CRUSTACEANS,CRAB,BLUE,CRAB CAKES,HOME RECIPE'",,155
3458,"'CRUSTACEANS,SHRIMP,UNTREATED,CKD'","'CRUSTACEANS,SHRIMP,UNTREATED,CKD'",,99
3459,"'CRUSTACEANS,SHRIMP,UNTREATED,RAW'","'CRUSTACEANS,SHRIMP,UNTREATED,RAW'",,85
3460,"'CUCUMBER,PEELED,RAW'","'CUCUMBER,PEELED,RAW'",,12
3461,"'CUCUMBER,WITH PEEL,RAW'","'CUCUMBER,WITH PEEL,RAW'",,15
3462,'CUMIN SEED','CUMIN SEED',,375
3463,"'CURRANTS,EUROPEAN BLACK,RAW'","'CURRANTS,EUROPEAN BLACK,RAW'",,63
3464,"'CURRANTS,RED&WHITE,RAW'","'CURRANTS,RED&WHITE,RAW'",,56
3465,"'CURRANTS,ZANTE,DRIED'","'CURRANTS,ZANTE,DRIED'",,283
3466,'CURRY POWDER','CURRY POWDER',,325
3467,"'CUSK,COOKED,DRY HEAT'","'CUSK,COOKED,DRY HEAT'",,112
3468,"'CUSK,RAW'","'CUSK,RAW'",,87
3469,"'CUSTARD-APPLE,(BULLOCK'S-HEART),RAW'","'CUSTARD-APPLE,(BULLOCK'S-HEART),RAW'",,101
3470,"'CUTTLEFISH,MXD SP,CKD,MOIST HEAT'","'CUTTLEFISH,MXD SP,CKD,MOIST HEAT'",,158
3471,"'CUTTLEFISH,MXD SP,RAW'","'CUTTLEFISH,MXD SP,RAW'",,79
3472,"'DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE'","'DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE'",,29
3473,"'DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR'","'DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR'",,329
3474,"'DAIRY,CHS PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT'","'DAIRY,CHS PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT'",,308
3475,"'DANDELION GREENS,RAW'","'DANDELION GREENS,RAW'",,45
3476,"'DANDELION GRNS,CKD,BLD,DRND,W/SALT'","'DANDELION GRNS,CKD,BLD,DRND,W/SALT'",,33
3477,"'DANDELION GRNS,CKD,BLD,DRND,WO/SALT'","'DANDELION GRNS,CKD,BLD,DRND,WO/SALT'",,33
3478,"'DANISH PASTRY,CHEESE'","'DANISH PASTRY,CHEESE'",,374
3479,"'DANISH PASTRY,CINN,ENR'","'DANISH PASTRY,CINN,ENR'",,403
3480,"'DANISH PASTRY,CINN,UNENR'","'DANISH PASTRY,CINN,UNENR'",,403
3481,"'DANISH PASTRY,FRUIT,ENR'","'DANISH PASTRY,FRUIT,ENR'",,371
3482,"'DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)'","'DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)'",,371
3483,"'DANISH PASTRY,LEMON,UNENR'","'DANISH PASTRY,LEMON,UNENR'",,371
3484,"'DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)'","'DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)'",,430
3485,"'DANISH PASTRY,RASPBERRY,UNENR'","'DANISH PASTRY,RASPBERRY,UNENR'",,371
3486,"'DATES,DEGLET NOOR'","'DATES,DEGLET NOOR'",,282
3487,"'DATES,MEDJOOL'","'DATES,MEDJOOL'",,277
3488,"'DEER (VENISON),SITKA,RAW (ALASKA NATIVE)'","'DEER (VENISON),SITKA,RAW (ALASKA NATIVE)'",,116
3489,"'DENNY'S,CHICK NUGGETS,STAR SHAPED,FROM KID'S MENU'","'DENNY'S,CHICK NUGGETS,STAR SHAPED,FROM KID'S MENU'",,377
3490,"'DENNY'S,CHICK STRIPS'","'DENNY'S,CHICK STRIPS'",,295
3491,"'DENNY'S,COLESLAW'","'DENNY'S,COLESLAW'",,183
3492,"'DENNY'S,FISH FILLET,BATTERED OR BREADED,FRIED'","'DENNY'S,FISH FILLET,BATTERED OR BREADED,FRIED'",,234
3493,"'DENNY'S,FRENCH FR'","'DENNY'S,FRENCH FR'",,282
3494,"'DENNY'S,GOLDEN FRIED SHRIMP'","'DENNY'S,GOLDEN FRIED SHRIMP'",,319
3495,"'DENNY'S,HASH BROWNS'","'DENNY'S,HASH BROWNS'",,197
3496,"'DENNY'S,MACARONI & CHS,FROM KID'S MENU'","'DENNY'S,MACARONI & CHS,FROM KID'S MENU'",,150
3497,"'DENNY'S,MOZZARELLA CHS STKS'","'DENNY'S,MOZZARELLA CHS STKS'",,324
3498,"'DENNY'S,ONION RINGS'","'DENNY'S,ONION RINGS'",,385
3499,"'DENNY'S,SPAGHETTI & MEATBALLS'","'DENNY'S,SPAGHETTI & MEATBALLS'",,170
3500,"'DENNY'S,TOP SIRLOIN STEAK'","'DENNY'S,TOP SIRLOIN STEAK'",,182
3501,"'DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK'","'DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK'",,194
3502,"'DESSERT TOPPING,POWDERED'","'DESSERT TOPPING,POWDERED'",,577
3503,"'DESSERT TOPPING,PRESSURIZED'","'DESSERT TOPPING,PRESSURIZED'",,264
3504,"'DESSERT TOPPING,SEMI SOLID,FRZ'","'DESSERT TOPPING,SEMI SOLID,FRZ'",,318
3505,"'DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE'","'DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE'",,161
3506,"'DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE'","'DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE'",,104
3507,"'DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE'","'DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE'",,145
3508,"'DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE'","'DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE'",,225
3509,"'DESSERTS,PUDD,CHOC,DRY MIX,REG'","'DESSERTS,PUDD,CHOC,DRY MIX,REG'",,362
3510,"'DESSERTS,PUDD,COCNT CRM,DRY MIX,INST'","'DESSERTS,PUDD,COCNT CRM,DRY MIX,INST'",,415
3511,"'DESSERTS,RENNIN,CHOC,DRY MIX'","'DESSERTS,RENNIN,CHOC,DRY MIX'",,363
3512,"'DESSERTS,RENNIN,TABLETS,UNSWTND'","'DESSERTS,RENNIN,TABLETS,UNSWTND'",,84
3513,"'DESSERTS,RENNIN,VANILLA,DRY MIX'","'DESSERTS,RENNIN,VANILLA,DRY MIX'",,383
3514,"'DIGIORNO PIZZA,CHS TOPPING,CHS STUFFED CRUST,FRZ,BKD'","'DIGIORNO PIZZA,CHS TOPPING,CHS STUFFED CRUST,FRZ,BKD'",,279
3515,"'DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD'","'DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD'",,256
3516,"'DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD'","'DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD'",,247
3517,"'DIGIORNO PIZZA,PEPPERONI TOPPING,CHS STUFFED CRUST,FRZ,BKD'","'DIGIORNO PIZZA,PEPPERONI TOPPING,CHS STUFFED CRUST,FRZ,BKD'",,279
3518,"'DIGIORNO PIZZA,PEPPERONI TOPPING,RISING CRUST,FRZ,BKD'","'DIGIORNO PIZZA,PEPPERONI TOPPING,RISING CRUST,FRZ,BKD'",,265
3519,"'DIGIORNO PIZZA,PEPPERONI TOPPING,THIN CRISPY CRUST,FRZ,BKD'","'DIGIORNO PIZZA,PEPPERONI TOPPING,THIN CRISPY CRUST,FRZ,BKD'",,283
3520,"'DIGIORNO PIZZA,SUPREME TOPPING,RISING CRUST,FRZ,BKD'","'DIGIORNO PIZZA,SUPREME TOPPING,RISING CRUST,FRZ,BKD'",,255
3521,"'DIGIORNO PIZZA,SUPREME TOPPING,THIN CRISPY CRUST,FRZ,BKD'","'DIGIORNO PIZZA,SUPREME TOPPING,THIN CRISPY CRUST,FRZ,BKD'",,255
3522,'DILL SEED','DILL SEED',,305
3523,"'DILL WEED,DRIED'","'DILL WEED,DRIED'",,253
3524,"'DILL WEED,FRSH'","'DILL WEED,FRSH'",,43
3525,"'DIP,OLD EL PASO,CHS 'N SALSA,MED'","'DIP,OLD EL PASO,CHS 'N SALSA,MED'",,129
3526,"'DIP,SALSA CON QUESO,CHS & SALSA- MED'","'DIP,SALSA CON QUESO,CHS & SALSA- MED'",,143
3527,"'DIP,TOSTITOS,SALSA CON QUESO,MED'","'DIP,TOSTITOS,SALSA CON QUESO,MED'",,133
3528,"'DOCK,CKD,BLD,DRND,W/SALT'","'DOCK,CKD,BLD,DRND,W/SALT'",,20
3529,"'DOCK,CKD,BLD,DRND,WO/SALT'","'DOCK,CKD,BLD,DRND,WO/SALT'",,20
3530,"'DOCK,RAW'","'DOCK,RAW'",,22
3531,"'DOLPHINFISH,CKD,DRY HEAT'","'DOLPHINFISH,CKD,DRY HEAT'",,109
3532,"'DOLPHINFISH,RAW'","'DOLPHINFISH,RAW'",,85
3533,"'DOMINO'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST'","'DOMINO'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST'",,257
3534,"'DOMINO'S 14"" CHS PIZZA,CRUNCHY THIN CRUST'","'DOMINO'S 14"" CHS PIZZA,CRUNCHY THIN CRUST'",,298
3535,"'DOMINO'S 14"" CHS PIZZA,ULTIMATE DEEP DISH CRUST'","'DOMINO'S 14"" CHS PIZZA,ULTIMATE DEEP DISH CRUST'",,265
3536,"'DOMINO'S 14"" EXTRAVAGANZZA FST PIZZA,CLSSIC HAND-TOSSED CRST'","'DOMINO'S 14"" EXTRAVAGANZZA FST PIZZA,CLSSIC HAND-TOSSED CRST'",,244
3537,"'DOMINO'S 14"" PEPPERONI PIZZA,CLASSIC HAND-TOSSED CRUST'","'DOMINO'S 14"" PEPPERONI PIZZA,CLASSIC HAND-TOSSED CRUST'",,273
3538,"'DOMINO'S 14"" PEPPERONI PIZZA,CRUNCHY THIN CRUST'","'DOMINO'S 14"" PEPPERONI PIZZA,CRUNCHY THIN CRUST'",,328
3539,"'DOMINO'S 14"" PEPPERONI PIZZA,ULTIMATE DEEP DISH CRUST'","'DOMINO'S 14"" PEPPERONI PIZZA,ULTIMATE DEEP DISH CRUST'",,283
3540,"'DOMINO'S 14"" SAUSAGE PIZZA,CLASSIC HAND-TOSSED CRUST'","'DOMINO'S 14"" SAUSAGE PIZZA,CLASSIC HAND-TOSSED CRUST'",,273
3541,"'DOMINO'S 14"" SAUSAGE PIZZA,CRUNCHY THIN CRUST'","'DOMINO'S 14"" SAUSAGE PIZZA,CRUNCHY THIN CRUST'",,319
3542,"'DOMINO'S 14"" SAUSAGE PIZZA,ULTIMATE DEEP DISH CRUST'","'DOMINO'S 14"" SAUSAGE PIZZA,ULTIMATE DEEP DISH CRUST'",,277
3543,"'DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)'","'DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)'",,421
3544,"'DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED'","'DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED'",,417
3545,"'DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)'","'DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)'",,434
3546,"'DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD'","'DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD'",,452
3547,"'DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED'","'DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED'",,426
3548,"'DOUGHNUTS,FRENCH CRULLERS,GLAZED'","'DOUGHNUTS,FRENCH CRULLERS,GLAZED'",,412
3549,"'DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)'","'DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)'",,403
3550,"'DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING'","'DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING'",,361
3551,"'DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING'","'DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING'",,340
3552,"'DOVE,CKD (INCL SQUAB)'","'DOVE,CKD (INCL SQUAB)'",,213
3553,"'DRESSING,HONEY MUSTARD,FAT-FREE'","'DRESSING,HONEY MUSTARD,FAT-FREE'",,169
3554,"'DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR'","'DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR'",,388
3555,"'DRUM,FRESHWATER,CKD,DRY HEAT'","'DRUM,FRESHWATER,CKD,DRY HEAT'",,153
3556,"'DRUM,FRESHWATER,RAW'","'DRUM,FRESHWATER,RAW'",,119
3557,"'DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT'","'DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT'",,60
3558,"'DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT'","'DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT'",,60
3559,"'DRUMSTICK LEAVES,RAW'","'DRUMSTICK LEAVES,RAW'",,64
3560,"'DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT'","'DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT'",,36
3561,"'DRUMSTICK PODS,CKD,BLD,DRND,WO/ SALT'","'DRUMSTICK PODS,CKD,BLD,DRND,WO/ SALT'",,36
3562,"'DRUMSTICK PODS,RAW'","'DRUMSTICK PODS,RAW'",,37
3563,"'DUCK,DOMESTICATED,LIVER,RAW'","'DUCK,DOMESTICATED,LIVER,RAW'",,136
3564,"'DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD'","'DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD'",,201
3565,"'DUCK,DOMESTICATED,MEAT ONLY,RAW'","'DUCK,DOMESTICATED,MEAT ONLY,RAW'",,135
3566,"'DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD'","'DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD'",,337
3567,"'DUCK,DOMESTICATED,MEAT&SKN,RAW'","'DUCK,DOMESTICATED,MEAT&SKN,RAW'",,404
3568,"'DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)'","'DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)'",,84
3569,"'DUCK,WILD,BREAST,MEAT ONLY,RAW'","'DUCK,WILD,BREAST,MEAT ONLY,RAW'",,123
3570,"'DUCK,WILD,MEAT&SKN,RAW'","'DUCK,WILD,MEAT&SKN,RAW'",,211
3571,"'DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD'","'DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD'",,140
3572,"'DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD'","'DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD'",,178
3573,"'DUCK,YNG DUCKLING,DOM,WH PEKIN,BRST,MEAT&SKN,BNLESS,CKD,RSTD'","'DUCK,YNG DUCKLING,DOM,WH PEKIN,BRST,MEAT&SKN,BNLESS,CKD,RSTD'",,202
3574,"'DUCK,YNG DUCKLING,DOM,WH PEKIN,LEG,MEAT&SKN,BONE IN,CKD,RSTD'","'DUCK,YNG DUCKLING,DOM,WH PEKIN,LEG,MEAT&SKN,BONE IN,CKD,RSTD'",,217
3575,'DULCE DE LECHE','DULCE DE LECHE',,315
3576,"'DURIAN,RAW OR FROZEN'","'DURIAN,RAW OR FROZEN'",,147
3577,"'DUTCH BRAND LOAF,CHICK,PORK & BF'","'DUTCH BRAND LOAF,CHICK,PORK & BF'",,273
3578,"'EDAMAME,FRZ,PREP'","'EDAMAME,FRZ,PREP'",,122
3579,"'EDAMAME,FRZ,UNPREP'","'EDAMAME,FRZ,UNPREP'",,110
3580,"'EEL,MIXED SPECIES,RAW'","'EEL,MIXED SPECIES,RAW'",,184
3581,"'EEL,MXD SP,CKD,DRY HEAT'","'EEL,MXD SP,CKD,DRY HEAT'",,236
3582,"'EGG CUSTARDS,DRY MIX'","'EGG CUSTARDS,DRY MIX'",,410
3583,"'EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK'","'EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK'",,112
3584,"'EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK'","'EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK'",,122
3585,"'EGG MIX,USDA CMDTY'","'EGG MIX,USDA CMDTY'",,555
3586,"'EGG ROLLS,CHICK,REFR,HTD'","'EGG ROLLS,CHICK,REFR,HTD'",,197
3587,"'EGG ROLLS,PORK,REFR,HTD'","'EGG ROLLS,PORK,REFR,HTD'",,222
3588,"'EGG ROLLS,VEG,FRZ,PREP'","'EGG ROLLS,VEG,FRZ,PREP'",,214
3589,"'EGG SUB,LIQ OR FRZ,FAT FREE'","'EGG SUB,LIQ OR FRZ,FAT FREE'",,48
3590,"'EGG SUBSTITUTE,POWDER'","'EGG SUBSTITUTE,POWDER'",,444
3591,"'EGG,DUCK,WHOLE,FRESH,RAW'","'EGG,DUCK,WHOLE,FRESH,RAW'",,185
3592,"'EGG,GOOSE,WHOLE,FRESH,RAW'","'EGG,GOOSE,WHOLE,FRESH,RAW'",,185
3593,"'EGG,QUAIL,WHOLE,FRESH,RAW'","'EGG,QUAIL,WHOLE,FRESH,RAW'",,158
3594,"'EGG,TURKEY,WHL,FRSH,RAW'","'EGG,TURKEY,WHL,FRSH,RAW'",,171
3595,"'EGG,WHITE,DRIED'","'EGG,WHITE,DRIED'",,382
3596,"'EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED'","'EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED'",,351
3597,"'EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED'","'EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED'",,376
3598,"'EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED'","'EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED'",,362
3599,"'EGG,WHITE,RAW,FRESH'","'EGG,WHITE,RAW,FRESH'",,52
3600,"'EGG,WHITE,RAW,FRZ,PAST'","'EGG,WHITE,RAW,FRZ,PAST'",,46
3601,"'EGG,WHL,CKD,FRIED'","'EGG,WHL,CKD,FRIED'",,196
3602,"'EGG,WHL,CKD,HARD-BOILED'","'EGG,WHL,CKD,HARD-BOILED'",,155
3603,"'EGG,WHL,CKD,POACHED'","'EGG,WHL,CKD,POACHED'",,143
3604,"'EGG,WHL,CKD,SCRMBLD'","'EGG,WHL,CKD,SCRMBLD'",,149
3605,"'EGG,WHL,DRIED,STABILIZED,GLUCOSE RED'","'EGG,WHL,DRIED,STABILIZED,GLUCOSE RED'",,615
3606,"'EGG,WHL,RAW,FRSH'","'EGG,WHL,RAW,FRSH'",,143
3607,"'EGG,WHL,RAW,FRZ,PAST'","'EGG,WHL,RAW,FRZ,PAST'",,154
3608,"'EGG,WHL,RAW,FRZ,SALTED,PAST'","'EGG,WHL,RAW,FRZ,SALTED,PAST'",,138
3609,"'EGG,WHOLE,COOKED,OMELET'","'EGG,WHOLE,COOKED,OMELET'",,154
3610,"'EGG,WHOLE,DRIED'","'EGG,WHOLE,DRIED'",,605
3611,"'EGG,YOLK,DRIED'","'EGG,YOLK,DRIED'",,679
3612,"'EGG,YOLK,RAW,FRSH'","'EGG,YOLK,RAW,FRSH'",,322
3613,"'EGG,YOLK,RAW,FRZ,PAST'","'EGG,YOLK,RAW,FRZ,PAST'",,299
3614,"'EGG,YOLK,RAW,FRZ,SALTED,PAST'","'EGG,YOLK,RAW,FRZ,SALTED,PAST'",,275
3615,"'EGG,YOLK,RAW,FRZ,SUGARED,PAST'","'EGG,YOLK,RAW,FRZ,SUGARED,PAST'",,307
3616,'EGGNOG','EGGNOG',,88
3617,"'EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK'","'EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK'",,95
3618,"'EGGPLANT,CKD,BLD,DRND,W/SALT'","'EGGPLANT,CKD,BLD,DRND,W/SALT'",,33
3619,"'EGGPLANT,CKD,BLD,DRND,WO/SALT'","'EGGPLANT,CKD,BLD,DRND,WO/SALT'",,35
3620,"'EGGPLANT,PICKLED'","'EGGPLANT,PICKLED'",,49
3621,"'EGGPLANT,RAW'","'EGGPLANT,RAW'",,25
3622,"'EGGS,SCRMBLD,FRZ MIXTURE'","'EGGS,SCRMBLD,FRZ MIXTURE'",,131
3623,"'ELDERBERRIES,RAW'","'ELDERBERRIES,RAW'",,73
3624,"'ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)'","'ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)'",,143
3625,"'ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)'","'ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)'",,97
3626,"'ELK,FREE RANGE,RST,EYE OF RND,CKD (SHOSHONE BANNOCK)'","'ELK,FREE RANGE,RST,EYE OF RND,CKD (SHOSHONE BANNOCK)'",,148
3627,"'ELK,FREE RANGE,RST,EYE OF RND,RAW (SHOSHONE BANNOCK)'","'ELK,FREE RANGE,RST,EYE OF RND,RAW (SHOSHONE BANNOCK)'",,98
3628,"'EMU,FAN FILLET,CKD,BRLD'","'EMU,FAN FILLET,CKD,BRLD'",,154
3629,"'EMU,FAN FILLET,RAW'","'EMU,FAN FILLET,RAW'",,103
3630,"'EMU,FLAT FILLET,RAW'","'EMU,FLAT FILLET,RAW'",,102
3631,"'EMU,FULL RUMP,CKD,BRLD'","'EMU,FULL RUMP,CKD,BRLD'",,168
3632,"'EMU,FULL RUMP,RAW'","'EMU,FULL RUMP,RAW'",,112
3633,"'EMU,GROUND,CKD,PAN-BROILED'","'EMU,GROUND,CKD,PAN-BROILED'",,163
3634,"'EMU,GROUND,RAW'","'EMU,GROUND,RAW'",,134
3635,"'EMU,INSIDE DRUM,RAW'","'EMU,INSIDE DRUM,RAW'",,108
3636,"'EMU,INSIDE DRUMS,CKD,BRLD'","'EMU,INSIDE DRUMS,CKD,BRLD'",,156
3637,"'EMU,OUTSIDE DRUM,RAW'","'EMU,OUTSIDE DRUM,RAW'",,103
3638,"'EMU,OYSTER,RAW'","'EMU,OYSTER,RAW'",,141
3639,"'EMU,TOP LOIN,CKD,BRLD'","'EMU,TOP LOIN,CKD,BRLD'",,152
3640,"'ENDIVE,RAW'","'ENDIVE,RAW'",,17
3641,"'ENERGY DRK,AMP'","'ENERGY DRK,AMP'",,46
3642,"'ENERGY DRK,AMP,SUGAR FREE'","'ENERGY DRK,AMP,SUGAR FREE'",,2
3643,"'ENERGY DRK,FULL THROTTLE'","'ENERGY DRK,FULL THROTTLE'",,46
3644,"'ENERGY DRK,MONSTER'","'ENERGY DRK,MONSTER'",,42
3645,"'ENERGY DRK,ROCKSTAR'","'ENERGY DRK,ROCKSTAR'",,58
3646,"'ENERGY DRK,ROCKSTAR,SUGAR FREE'","'ENERGY DRK,ROCKSTAR,SUGAR FREE'",,4
3647,"'ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR'","'ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR'",,1
3648,"'ENERGY DRK,VAULT,CITRUS FLAVOR'","'ENERGY DRK,VAULT,CITRUS FLAVOR'",,49
3649,"'ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12'","'ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12'",,5
3650,"'ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)'","'ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)'",,227
3651,"'ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)'","'ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)'",,235
3652,"'ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)'","'ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)'",,255
3653,"'ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)'","'ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)'",,235
3654,"'ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)'","'ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)'",,235
3655,"'ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)'","'ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)'",,235
3656,"'ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)'","'ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)'",,240
3657,"'ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)'","'ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)'",,276
3658,"'ENGLISH MUFFINS,WHEAT'","'ENGLISH MUFFINS,WHEAT'",,223
3659,"'ENGLISH MUFFINS,WHEAT,TSTD'","'ENGLISH MUFFINS,WHEAT,TSTD'",,243
3660,"'ENGLISH MUFFINS,WHOLE-WHEAT'","'ENGLISH MUFFINS,WHOLE-WHEAT'",,203
3661,"'ENGLISH MUFFINS,WHOLE-WHEAT,TSTD'","'ENGLISH MUFFINS,WHOLE-WHEAT,TSTD'",,221
3662,"'ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)'","'ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)'",,270
